max_acc1_x,max_acc1_y,max_acc1_z,max_acc2_x,max_acc2_y,max_acc2_z,max_acc3_x,max_acc3_y,max_acc3_z,max_checksum,max_gyro1_x,max_gyro1_y,max_gyro1_z,max_gyro2_x,max_gyro2_y,max_gyro2_z,max_gyro3_x,max_gyro3_y,max_gyro3_z,mean_acc1_x,mean_acc1_y,mean_acc1_z,mean_acc2_x,mean_acc2_y,mean_acc2_z,mean_acc3_x,mean_acc3_y,mean_acc3_z,mean_checksum,mean_gyro1_x,mean_gyro1_y,mean_gyro1_z,mean_gyro2_x,mean_gyro2_y,mean_gyro2_z,mean_gyro3_x,mean_gyro3_y,mean_gyro3_z,min_acc1_x,min_acc1_y,min_acc1_z,min_acc2_x,min_acc2_y,min_acc2_z,min_acc3_x,min_acc3_y,min_acc3_z,min_checksum,min_gyro1_x,min_gyro1_y,min_gyro1_z,min_gyro2_x,min_gyro2_y,min_gyro2_z,min_gyro3_x,min_gyro3_y,min_gyro3_z,move,var_acc1_x,var_acc1_y,var_acc1_z,var_acc2_x,var_acc2_y,var_acc2_z,var_acc3_x,var_acc3_y,var_acc3_z,var_checksum,var_gyro1_x,var_gyro1_y,var_gyro1_z,var_gyro2_x,var_gyro2_y,var_gyro2_z,var_gyro3_x,var_gyro3_y,var_gyro3_z
18820,10960,3024,11326,22961,11921,-15420,-848,2324,7,1055,801,557,-13956,3292,4388,4770,1970,3301,7535.48,-4273.52,-13681.76,266.285,-1344.5,2006.26,-15802.62,-2198.42,1132.16,7.0,48.89,171.745,-284.115,-15245.26,343.34,2631.42,-319.06,470.29,-46.26,-1460,-10964,-22200,-16297,-15220,-16315,-16212,-3084,-8,7,-1297,-347,-881,-16936,-1748,824,-3186,-1038,-3468,Snake,19397960.250854272,20856235.6679397,41145522.27376885,32176919.782688443,77552341.85929649,47929531.28884422,19108.920201005025,168399.09909547737,192085.84361809044,0.0,214692.01798994973,39744.6833919598,77191.98168341709,279476.35417085426,1009510.2355778894,342983.9433165829,1884219.6044221106,310353.65417085425,2520108.0024120603
16088,10960,4516,12458,19351,12410,-15360,-848,2192,7,1055,801,557,-8376,3292,4388,5153,1970,3301,7431.08,-3084.46,-12321.04,305.245,-1386.425,1321.955,-15808.12,-2221.78,938.08,7.0,-11.365,124.01,-254.49,-15148.9,618.38,2568.84,-446.435,595.945,-235.175,204,-12216,-22972,-10520,-18725,-18557,-16144,-3516,-8,7,-1297,-347,-713,-16936,-1248,824,-2929,-1513,-2604,Snake,18244988.254874375,26098290.360201005,50140360.561206035,16066338.31655779,90901900.62751256,60907454.46530151,16997.61366834171,173202.28301507537,138254.78753768845,0.0,195154.57464824122,42366.070251256286,60576.67326633165,642354.0804020101,843751.5734673367,343588.2757788944,2219150.287211055,294050.96680904523,1761005.109924623
17292,16588,12608,12868,24011,17616,-14904,792,2616,7,2494,675,435,-8376,3060,5800,5153,2854,2740,6389.86,-2522.46,-11748.14,-108.415,365.98,274.135,-15798.24,-2317.04,1038.8,7.0,-33.22,13.22,-261.085,-15052.42,795.64,2538.22,-201.665,476.52,-0.705,-11196,-15848,-25712,-22894,-19634,-32768,-16732,-4968,-356,7,-2142,-841,-2088,-17928,-1964,-372,-2929,-1513,-4154,Snake,31071006.533065327,40090598.05869347,86780651.79939698,39220164.90731156,145831792.39155778,121812514.56962311,68706.83658291458,727455.5561809045,425971.77889447234,0.0,808708.0217085428,74635.32824120604,202390.84198492466,1233920.7071356785,899530.6436180903,969599.7905527637,2636128.1032914575,415869.2458291457,2799928.6110301507
17292,16588,12608,21103,24011,17616,-14904,792,2684,7,2494,1128,1065,-9632,5620,5800,3596,3351,6129,6806.4,-3434.26,-12221.3,-398.81,624.075,573.385,-15803.94,-2284.02,1035.72,7.0,-50.085,112.12,-270.965,-15165.32,1036.38,2422.92,-443.79,582.455,111.47,-11196,-18260,-28740,-22894,-19634,-32768,-16732,-5272,-488,7,-2337,-841,-2088,-17928,-1964,-372,-4598,-1208,-4154,Snake,37756317.90954774,52800731.42954775,77449656.91457286,60259579.81296482,97259239.45665829,135355041.78570354,90497.84562814071,1102962.4116582915,627525.8709547739,0.0,1270323.3344472363,154911.99557788947,353006.3053015075,1949659.99758794,1773503.935276382,1298910.8277386934,3100290.8200000003,989350.1889195981,4529003.526733668
16480,16336,720,21103,17914,14343,-15208,-640,2684,7,2048,1128,1065,-9632,5620,5220,5692,3351,6129,6797.98,-3831.58,-13101.86,-404.41,14.96,455.59,-15807.54,-2339.4,957.52,7.0,-137.295,167.865,-217.015,-15152.96,1355.54,2380.56,-731.49,557.05,-42.13,-8688,-18260,-28740,-19669,-12997,-27543,-16380,-5272,-488,7,-2337,-483,-1311,-17516,-1216,-24,-4598,-1157,-4650,Snake,27834287.43678392,39821146.274974875,38418060.362211056,43574630.53457286,53867891.05366834,107280444.8159799,52216.63155778894,583611.7788944724,369145.49708542717,0.0,658992.4904271357,102722.22791457287,218081.91434673365,1817249.1642211052,2387238.4607035173,661510.9210050252,3377034.2511557783,974520.1281407035,5560480.776984924
14872,8716,1184,9941,17914,14343,-15208,-104,2484,7,1461,582,691,-10744,4984,4360,5692,1705,4796,4044.38,-5808.36,-9829.3,144.225,344.445,-276.405,-15810.06,-2371.84,846.66,7.0,20.755,56.515,-235.725,-15434.08,717.08,1733.26,-103.715,255.315,-36.47,-4064,-16432,-22492,-19563,-12997,-23292,-16524,-4792,-1260,7,-1206,-664,-1784,-19652,-2560,-876,-2713,-1246,-4650,Snake,18661484.638793968,25892848.110954773,66004838.42211055,17223459.592336684,40784652.157763824,60592225.44821609,39901.745125628135,314509.6426130653,267529.3712562814,0.0,276207.3215829146,40321.6882160804,108730.9641959799,1325369.5614070352,2207919.7121608043,1488429.4395979901,2001955.7324371862,349047.07113065326,3614718.1699497486
12912,10416,7252,13510,19404,10178,-15244,-104,2484,7,1461,653,691,-11784,2660,3844,2297,2688,4532,1060.26,-6605.46,-4820.9,940.115,564.245,-227.21,-15821.2,-2243.98,672.4,7.0,93.845,55.835,-315.935,-16612.6,97.2,919.86,-61.63,180.145,-84.86,-16000,-18384,-22304,-23764,-10730,-14619,-16524,-4792,-1260,7,-1945,-664,-1784,-32768,-3616,-876,-3351,-1302,-5560,Snake,5672793.580301507,23304119.18432161,57739758.864321604,12866492.88620603,27130436.487412065,15671114.63909548,33730.73366834171,293341.18552763824,414412.06030150753,0.0,310952.40298994974,44349.73645728643,134484.7545477387,12629200.522613065,1529307.175879397,1239321.6285427136,733062.9377889447,244441.26027638192,3386727.126030151
13456,13792,7252,13510,19404,11158,-15348,-1260,2320,7,1060,677,708,-12436,4260,3844,1856,2688,5662,2788.18,-4831.22,-6838.34,-287.56,315.52,828.1,-15804.48,-2363.32,614.48,7.0,35.73,133.66,-313.46,-16379.24,544.88,1461.26,-299.995,423.975,-85.7,-16000,-18384,-22572,-23764,-11649,-19769,-16400,-3696,-876,7,-1945,-489,-1090,-32768,-3616,0,-3351,-1302,-5560,Snake,18393287.123216078,38540211.73025126,68314583.68281406,41894340.95115578,50911026.904120594,46168181.246231146,29072.813668341707,260173.68603015077,338954.863919598,0.0,252533.5247236181,48682.34613065327,131323.9079396985,13008918.575276382,2695272.709145729,1410119.8114572866,900888.0351507538,420087.341080402,6191824.824120603
14332,14108,5836,11224,25635,12882,-15348,-1460,1680,7,1388,677,708,-12436,4260,4212,1856,2349,5662,6108.02,-3975.16,-11496.16,-1215.9,175.06,853.29,-15782.32,-2539.56,636.24,7.0,-21.025,124.53,-262.735,-15216.68,992.6,2247.44,-372.565,513.41,82.465,-6136,-15728,-25668,-21845,-15061,-25160,-16444,-3696,-372,7,-1921,-425,-872,-17580,-3584,0,-2941,-1070,-3886,Snake,22751207.476984926,40920744.77829146,67769688.41648242,44882163.87939698,80162000.47879398,78244246.06623116,27842.469949748745,259781.27276381906,184564.52502512565,0.0,329487.2104271357,46518.95386934673,121260.9897236181,704761.2639195981,2183673.3668341707,846317.6747738693,1091739.6841959797,538950.7456281406,5341090.5615829155
14332,14108,5836,8209,25635,12882,-15292,-1248,1680,7,1388,592,631,-12432,4676,4212,2764,2349,5457,6994.4,-3690.44,-12620.54,-95.485,81.065,293.015,-15776.92,-2551.74,666.42,7.0,-95.67,88.125,-218.325,-15144.3,1148.68,2396.54,-389.19,457.235,18.975,-6136,-13712,-25668,-14402,-15061,-25160,-16460,-3808,-316,7,-1921,-456,-872,-16820,-816,888,-2941,-1208,-3339,Snake,17776626.653266333,34082191.24261307,54312023.58633166,19597784.25103015,81989406.98570353,82643506.71836685,32321.400603015074,285716.59537688445,166465.91316582914,0.0,355302.62422110554,47789.52701005025,115918.36118090453,574534.904522613,1634564.0377889446,430006.6215075377,1551787.0792964823,461450.7133417086,4835597.029522613
15068,8952,4036,9097,16451,11929,-15292,-1248,1520,7,897,592,631,-11712,4772,3884,2764,1652,5457,7248.0,-4251.4,-12396.62,244.99,795.975,-305.365,-15792.02,-2502.72,635.66,7.0,-68.51,94.175,-195.76,-15127.96,1184.26,2369.3,-354.31,440.815,81.575,-1476,-15868,-23112,-14157,-12458,-21500,-16460,-3808,-316,7,-1498,-456,-876,-16932,-1360,940,-2686,-1208,-3967,Snake,15760985.889447236,29759294.190954775,41978128.09608041,22051772.824020103,57077597.97424623,70877352.97665828,28094.793567839195,234856.4840201005,170196.7079396985,0.0,189755.41698492464,35065.82349246231,90396.76623115578,730235.6566834172,2118763.911959799,336336.0703517588,1338881.9737688443,274203.4882160804,5956978.3762562815
15068,7600,1252,10876,16198,11929,-15436,-1444,1520,7,1220,477,188,-11712,4772,3884,1788,1354,4483,7463.4,-5076.52,-11630.1,206.82,756.37,-807.19,-15799.4,-2470.44,556.78,7.0,-6.255,92.405,-217.69,-15143.18,1115.02,2372.84,-341.005,459.575,130.035,-1476,-18076,-23112,-14157,-12566,-20576,-16060,-3092,-456,7,-1101,-232,-876,-16932,-1360,940,-2241,-761,-3967,Snake,14869465.849246232,32487356.029748745,38549829.939698495,26874955.826733667,48901306.535778895,71243345.77276382,17031.5175879397,129006.43859296483,169990.70512562818,0.0,230023.56781407038,21267.257261306535,57783.33055276382,458488.3292462311,1908832.8840201003,319810.02452261304,723030.8894221106,154378.74811557788,5456620.054045226
14388,5612,412,15713,13135,12282,-15428,-1492,1380,7,1220,451,198,-10256,5436,4760,1788,2178,6921,7155.18,-5442.44,-12122.48,88.005,176.58,-395.155,-15801.82,-2439.08,547.28,7.0,-54.47,80.865,-218.9,-15113.0,1078.78,2341.98,-388.295,472.71,291.89,-3268,-18076,-23532,-15819,-12566,-20576,-16268,-3092,-588,7,-1101,-296,-848,-18720,-1576,8,-2424,-1547,-4373,Snake,13493011.665929649,28885433.855678394,35065626.14030151,25230798.839170855,38007572.19457286,66939744.92560302,23281.65587939698,122532.93829145728,159046.8759798995,0.0,206833.24532663316,23389.695251256282,48959.80904522613,1094044.1005025127,2423931.5292462315,467706.53226130654,730082.822085427,353582.87025125633,5972517.575778894
6664,-6288,-9428,6636,6544,7588,-6972,4780,32767,7,16379,18105,12857,-13120,6060,428,11453,4179,3105,3262.16,-10260.86,-12561.48,-79.935,56.22,-103.715,-12664.56,-3430.96,10906.575,7.0,-300.08,-1258.455,-725.24,-15322.32,482.88,-2014.32,-325.25,306.485,20.14,-16,-14976,-15416,-3621,-4182,-6794,-20400,-18624,1492,7,-22645,-22468,-15529,-20584,-5052,-5792,-8298,-5522,-2701,Raffles,1902764.3561809044,2429569.749145729,1185295.1654271355,4797109.337462312,6795581.730251256,11918902.697261307,4336859.825527638,16270765.546130652,35648627.7129397,0.0,51346296.91819096,107563586.76178393,65673288.76623116,2105162.1885427134,2671066.3975879396,1118200.3392964825,17837463.45477387,4256321.527412061,1645777.3370854273
6664,-6288,-9428,6636,6544,7588,-6972,4780,32767,7,16379,18105,14182,-13120,6060,-496,11453,5442,3105,3373.1,-10074.74,-12722.38,-415.55,12.035,-131.745,-12460.6,-2834.74,10775.135,7.0,62.335,-289.03,-1202.61,-15249.24,453.9,-2212.58,-244.18,465.855,-59.005,592,-14976,-15416,-3621,-5325,-8088,-20400,-18624,-2836,7,-22645,-22468,-15529,-20584,-3140,-5792,-9947,-5522,-3790,Raffles,1695296.3115577889,2660962.8265326633,1117017.744321608,3654559.163316583,7784546.174648242,14403691.497462312,4629265.005025126,16298650.786331655,44002970.750527635,0.0,54263137.06811557,102708718.30060302,80580369.19386935,2011183.6607035177,2826067.608040201,947076.2448241205,20261198.16844221,3307591.742688442,2230654.7286180905
7280,-7016,-9504,4419,5002,7418,-7856,4300,31656,7,13952,19183,14182,-13408,4608,-440,8465,5442,2550,3428.34,-9894.2,-12781.18,-395.8,-323.66,-208.37,-12462.88,-3126.56,10434.42,7.0,-617.575,-828.715,409.855,-15230.66,375.72,-2271.16,-531.505,518.465,147.5,632,-15608,-16100,-4796,-5325,-8088,-17752,-14256,-2836,7,-18498,-18819,-15621,-20088,-2256,-5088,-9947,-3902,-3790,Raffles,1504448.768241206,2338265.0452261306,1303509.5151758792,3504910.9849246233,6104283.069748744,12132943.972964823,3446758.136281407,12436719.28281407,47558528.626733676,0.0,44700105.170226134,103160935.54148242,77310047.82309045,1944617.5320603014,2201257.408643216,649531.2707537689,15945634.170829145,3104350.9535427135,1941028.944723618
7280,-7016,-9504,4419,5835,8592,-7856,6564,31656,7,14777,19183,13156,-12864,4192,-440,8934,4703,3654,3178.78,-9952.58,-12787.56,-433.525,149.955,609.505,-12583.9,-3117.06,10685.04,7.0,-50.4,585.9,-1049.75,-15271.02,435.34,-2238.0,387.465,389.44,378.815,-940,-15608,-16100,-4796,-5728,-7682,-17996,-17936,1436,7,-21077,-18819,-15654,-20628,-4004,-6288,-10613,-3997,-3086,Raffles,2684903.7503517587,2231263.7423115578,1398527.966231156,3924097.5973618086,6016576.575854271,13464150.783894472,3486222.703517588,17401997.101909548,40966439.27477387,0.0,47786293.51758794,104133685.04522613,63001177.886934675,2509336.8438190958,2376985.532060302,1006549.0653266332,19635283.134447236,3718340.951155779,1709861.2570603013
7568,-7372,-9956,4243,6056,8735,-7172,6564,28964,7,16703,16491,11706,-12864,6388,344,10540,4743,3654,3245.58,-10333.96,-12660.34,-312.3,-303.94,-405.3,-12720.5,-3346.66,11054.54,7.0,-120.44,122.86,-70.34,-15324.44,1121.68,-1980.14,-812.19,564.255,-71.715,-940,-14576,-15272,-2908,-7398,-12309,-17996,-17936,1636,7,-21274,-17775,-15654,-20628,-4004,-6288,-15394,-4938,-3881,Raffles,3109169.9935678393,2241266.9732663315,1113872.2054271356,2708420.6231155777,9495287.483819095,19425347.50753769,3719364.1708542714,18204992.044623118,42742005.25467337,0.0,61046639.79537688,95674211.93005024,67407923.8436181,2873409.735075377,3953765.686030151,1432374.4124623116,29429294.70743719,4130793.4472110546,2001978.7274120604
7568,-3564,-9860,5559,7005,8735,-7172,4340,28964,7,16703,16491,12966,-13148,6388,344,10540,4743,2441,3227.68,-10101.8,-12726.3,-391.845,235.265,63.215,-12626.76,-3227.12,11249.42,7.0,549.615,-477.71,-987.705,-15314.48,888.46,-2397.54,-78.71,435.455,-48.895,-1280,-14576,-15284,-4220,-7491,-13310,-21132,-17244,1636,7,-21274,-17775,-15022,-20504,-5076,-6764,-15394,-5900,-3881,Raffles,3170764.922211055,3068561.326633166,1405866.6834170853,4108674.2924371855,16171618.487211054,31408638.451030146,4376617.710954774,16050889.513165832,40786133.37045227,0.0,63439760.4892211,90353510.20693468,71756342.25927137,2517098.5423115576,3946324.9330653264,1562611.887839196,43631242.14663317,4563523.817060302,1775872.486407035
6772,-3564,-8004,5559,7005,8258,-8416,3692,23928,7,16631,15473,12966,-13148,3764,1212,8553,3366,2264,3702.38,-10285.34,-12078.4,-326.555,202.94,125.105,-13008.96,-4139.26,9250.74,7.0,7.21,-612.465,-1925.79,-15319.56,-152.92,-2041.22,101.67,329.155,52.86,-1280,-14252,-15284,-4220,-7491,-13310,-21132,-17244,1260,7,-18650,-22600,-13406,-20504,-5076,-6764,-12548,-5900,-3857,Raffles,3512578.7493467336,3567918.677788945,4669976.603015075,3113391.3436934673,11267195.433567839,21168151.933643218,3251756.259698493,14652888.133065326,30849920.09286432,0.0,43303212.72954774,81799397.9686181,51143852.16673367,1483276.6697487438,2247123.2498492463,3094646.7051256276,28809943.59909548,3072703.960778895,979969.2265326633
6624,-6488,-7656,3370,4552,3168,-9708,852,21708,7,7596,15473,8425,-14092,3140,1212,3277,2881,1728,4961.48,-12022.04,-9833.86,182.7,-1395.635,-1086.58,-13637.2,-5951.44,6665.4,7.0,-3038.94,-2147.285,477.13,-15430.96,-363.26,-252.12,-2132.53,517.025,111.8,1976,-14052,-14760,-2016,-6097,-5388,-18856,-11504,-1704,7,-18650,-22600,-13406,-18204,-2608,-4344,-8007,-3210,-1881,Raffles,1117918.9242211056,2721311.3551758793,4760359.859698493,1089200.7336683418,4436018.755552764,2702604.1443216084,1883404.5427135678,4481833.654673367,15449542.71356784,0.0,19759173.946130652,51618022.17464825,24344610.073467333,424123.53608040203,1441875.952160804,2403999.503115578,6201543.848341708,986789.8335427135,590386.8743718592
6872,-11732,8560,16384,9730,10241,-10424,5972,20416,7,18739,13452,8425,-14540,4332,8368,9562,8976,1728,4919.36,-13232.7,-7175.54,294.59,102.49,498.65,-13822.18,-5191.26,6560.24,7.0,67.8,-1080.995,164.865,-15792.48,-999.16,667.84,-72.405,647.41,-130.525,0,-16384,-9984,-6352,-6097,-5388,-19492,-9176,-1704,7,-13125,-15943,-9822,-32592,-14056,-592,-8007,-4080,-10110,Raffles,2495376.794371859,919331.4472361809,17392188.008442212,10127705.821005026,16252001.829045223,13015693.94723618,1647912.3292462314,4563945.821507538,8467443.721005024,0.0,58213680.75376885,25630008.999974873,27460143.966608036,5592546.341306533,6326284.3159799,1498924.6777889447,25854957.357763823,1438195.1777889447,2816468.461683417
6912,52,16644,16384,9730,12299,-10424,9948,21528,7,24153,16280,13149,-14304,4332,14336,9562,8976,12869,3762.82,-13614.62,-3397.0,367.755,-906.905,1468.525,-13875.8,-4610.52,6954.14,7.0,-71.745,-339.39,-624.82,-16859.14,-2312.34,1518.16,-1883.44,175.285,-11.605,0,-16384,-12272,-6352,-16320,-8175,-21480,-10620,-4244,7,-20702,-15943,-9822,-32752,-14056,-1280,-24044,-14591,-10110,Raffles,5121135.083015075,3540184.3774874364,46541230.59296482,10375077.180879397,36161981.915552765,16773041.939070351,2885013.8291457286,8357253.034773869,17137428.884824123,0.0,84403788.90449749,43879230.02804021,35219202.68100503,19075224.904924624,13546943.481809046,8268057.220502513,57779337.61447235,7777813.008819096,6023254.019070352
6912,2828,16644,12564,7198,12299,-8396,9948,21528,7,24153,16280,13149,-14304,3204,14336,9137,7553,12869,2296.5,-14010.4,1066.6,1896.85,-1595.28,1519.21,-13846.1,-5268.42,6666.22,7.0,-518.465,98.83,-483.98,-16890.68,-4151.68,2449.36,-3139.52,-261.07,-678.205,0,-16384,-12272,-7680,-16320,-8175,-21480,-12136,-4244,7,-20702,-15561,-9845,-32768,-12288,-1280,-24044,-14591,-9979,Raffles,4725827.527638191,4991195.015075377,42807814.391959794,12572990.5,29145181.810653266,13161457.402914573,2629366.8241206035,9286812.204623116,16469364.534271358,0.0,69175142.75253768,42219233.63929649,33551683.75839196,16590730.309145732,17310345.06291457,10987280.955175878,45506511.346331656,7475787.181005025,12853237.741683418
7876,2828,16640,12564,7198,7507,-6028,6440,17164,7,26565,15841,10868,-14428,4104,8896,9137,5272,6747,3245.06,-13915.32,-1116.56,1703.99,-733.7,763.64,-13797.48,-5742.3,6362.04,7.0,106.93,25.25,-398.215,-15896.36,-3187.08,1836.5,-1315.06,219.975,-840.455,0,-26252,-8872,-7680,-16228,-7936,-17852,-12136,-5828,7,-21362,-16136,-9845,-32768,-12288,0,-22780,-5880,-9979,Raffles,6656988.217487439,5585617.706130654,46839980.70994974,13626611.447135678,19999607.03517588,10700230.512964824,1963201.175477387,7790194.884422109,11412239.113969851,0.0,77128208.81919599,39998694.520100504,31901223.858065333,4623545.1159799,17016935.51115578,5777119.025125628,31212065.27276382,1530525.7229899494,10118316.801984923
7876,528,16536,3642,4203,4240,-6028,6440,17164,7,26565,15841,10868,-14160,4104,8896,5951,1766,6747,4880.4,-13499.54,-6827.1,-208.32,-819.05,-52.325,-13744.74,-5911.56,6396.16,7.0,-90.71,74.955,-461.99,-15471.56,-806.48,937.86,-1001.75,390.165,157.58,0,-26252,-8904,-4720,-16228,-7936,-17836,-11920,-5828,7,-21362,-16136,-9621,-32768,-11904,0,-22780,-1073,-3776,Raffles,2064571.015075377,3541303.3451256286,17736266.040201,2225958.7815075377,17634156.118090454,6269784.099874372,1992430.4848241208,7056671.323015076,10092694.969246231,0.0,72203499.58381909,39120029.621080406,32306019.989849243,1736221.3933668344,4555558.200603016,547634.6335678392,26684303.595477387,266826.2389698493,1209512.023718593
7160,-11568,-7040,3001,4596,3132,-11020,3260,17336,7,14257,11549,10949,-14160,1596,1672,6180,1907,1516,5264.72,-13325.94,-8202.18,-163.89,-276.69,-171.875,-13647.38,-6122.56,6484.34,7.0,355.04,493.31,-333.97,-15400.28,-597.7,758.66,-567.615,357.305,-67.525,3584,-15672,-9696,-3315,-8901,-7088,-17580,-15968,-624,7,-15397,-11403,-9621,-17096,-4272,-380,-10975,-1073,-1903,Raffles,645658.815678392,463520.96120603016,239276.831758794,2558044.3697487437,11215940.33557789,6444706.843592965,1346204.7995979902,7280742.921005025,8435302.557185931,0.0,53701545.34512563,32578306.0240201,30892002.049346734,294573.5895477387,1617636.2512562815,155843.4215075377,18959274.02690955,417455.63012562814,615631.7983668342
7160,-3820,28,5260,4596,3173,-11020,1412,17336,7,13008,11549,10949,-14164,1596,1664,6180,1907,1516,4588.1,-11768.52,-9507.32,126.85,-443.09,-615.61,-13987.9,-5674.54,5372.5,7.0,-850.44,-280.39,527.655,-15469.22,-1232.88,402.5,-1083.45,463.69,-40.12,-15616,-14684,-19312,-3694,-8901,-7088,-17580,-15968,-664,7,-15397,-11403,-10319,-17096,-5120,-1124,-10975,-557,-1903,Raffles,7934900.974874371,9821527.205628142,9668444.64080402,3042591.5653266334,9862827.78080402,6063807.13356784,1517053.4974874372,6681200.591356783,13912486.582914572,0.0,44012475.68482412,30803733.87728643,28854865.523592964,252450.28301507534,2546378.63879397,346845.6582914573,15380849.846733669,268870.2149748744,565769.3423115578
3596,10368,9532,32767,30949,32767,-14852,-3456,948,7,2159,460,651,-12728,752,1264,3188,1984,5077,-1597.08,-3464.5,-14679.8,-3169.54,-2038.78,508.89,-15439.88,-4196.58,-261.48,7.0,0.135,76.51,-219.475,-15486.98,-1627.82,-1082.86,-370.58,494.22,-6.355,-16368,-18516,-29696,-32768,-32768,-11259,-15816,-5180,-1480,7,-1959,-567,-1058,-19708,-6648,-3580,-3573,-1082,-3581,Snake,23033351.51115578,25031027.929648243,57668845.949748755,122301680.96321608,109806089.83075377,84372807.59587939,26657.593567839198,80403.68201005025,231159.2056281407,0.0,803079.6651005024,45746.16070351759,69197.89886934674,737929.9694472362,2354331.384522613,711362.9551758793,1851104.7171859299,242879.81065326632,2800765.3859045226
16064,11008,11544,32767,32767,32767,-14992,-3016,1104,7,2356,459,1057,-10224,3092,1804,5312,2028,5341,-2475.18,-886.2,-13369.14,-2144.73,-2558.635,3341.8,-15467.74,-4131.78,-170.3,7.0,171.465,68.835,-224.265,-16177.22,-1718.86,-1142.4,-387.06,482.685,-194.24,-16384,-16156,-30512,-32768,-32768,-11733,-16068,-5952,-1268,7,-2612,-567,-1329,-32752,-8176,-4096,-4746,-1151,-7405,Snake,49176071.2840201,20691235.65829146,97122435.75919598,122842474.07748742,210330554.99675882,149475201.35678393,34454.84663316583,204904.2327638191,163206.18090452263,0.0,978725.9686180904,67391.43494974874,154400.44701005024,10455062.705125628,4358770.55316583,863109.3065326633,3352566.910954774,277457.74449748744,5044909.208442211
16064,11508,11544,24042,32767,32767,-15108,-3016,1240,7,2356,787,1057,-10224,3092,1804,5312,2028,5341,-2579.52,-184.56,-12779.22,-4240.395,759.825,1715.12,-15483.3,-4112.36,-128.26,7.0,-122.13,76.23,-216.805,-16792.3,-1709.0,-1202.28,-548.61,353.6,116.475,-16384,-13528,-30512,-32768,-32768,-15872,-16128,-5952,-1312,7,-2630,-879,-1329,-32752,-8176,-4096,-4746,-1151,-7405,Snake,48252681.25587939,23624675.544120606,90060526.42371859,155033824.9738442,231640347.88379398,116853991.53326632,41054.30150753769,238215.90994974875,250469.96221105527,0.0,1056024.4654271358,99103.51467336684,153980.09746231156,21965869.819095477,4064662.472361809,918903.2377889449,4617264.631055276,366554.30150753766,6866757.527010051
18224,11508,7312,16130,32767,26353,-15096,-3104,1240,7,1793,787,290,-11668,1236,1216,3344,1866,4514,-144.32,-1691.88,-13612.52,-1209.61,-813.01,1426.0,-15463.4,-4141.18,-133.42,7.0,4.005,114.485,-223.68,-16200.68,-2368.74,-1242.82,-226.5,233.4,-64.275,-15616,-13528,-31048,-32768,-32768,-15872,-16128,-4972,-1400,7,-2630,-879,-1013,-32512,-6592,-3108,-4096,-844,-3578,Snake,29668128.701105524,18843879.060904525,65235871.24582914,84740374.59085426,158227019.61798996,63630262.24120603,31369.125628140704,126360.7312562814,296168.8277386935,0.0,725648.8090201005,85153.97967336685,64508.81165829145,12689632.339296483,3561238.846633166,804444.1081407034,2730619.2763819094,376816.13065326633,2990990.9239949747
18224,12520,10912,22742,23665,32767,-15096,-2860,720,7,1793,950,709,-13660,1236,1520,2243,2253,2816,462.26,-2356.62,-13690.74,-1144.44,-2919.28,3176.45,-15455.06,-4162.3,-250.88,7.0,45.605,128.61,-275.225,-15553.62,-2144.64,-1009.4,-328.66,393.17,28.6,-16376,-13608,-32768,-32768,-32768,-13359,-15952,-5060,-1664,7,-1531,-469,-997,-17196,-6080,-3052,-3296,-1024,-1868,Snake,33171367.972261306,27211141.804623116,90702742.12301508,105351250.12703522,153573292.39356786,121412436.20854272,20059.815477386936,170719.2663316583,282443.4428140703,0.0,698371.8381658291,83891.8471356784,105305.21042713568,407030.84984924627,2960616.5933668343,717332.5427135678,1301533.3712562816,541376.3629145728,791186.4221105528
17024,12520,10912,22742,32767,32767,-15044,-2648,804,7,2701,950,805,-13500,2916,4732,7190,2253,5743,441.04,-3211.68,-12736.3,-3689.52,-415.77,1818.045,-15467.9,-4188.02,-273.0,7.0,-150.82,63.09,-211.195,-15467.8,-1169.18,-978.2,-390.965,409.045,146.855,-16376,-13608,-32768,-32768,-30680,-13359,-15904,-5060,-1664,7,-2368,-479,-997,-18488,-4096,-7256,-5806,-2937,-5667,Snake,37753059.09386935,34460902.16844221,94084699.00502512,155625090.23075375,223594930.84130654,119709513.24922112,21730.643216080403,213978.6126633166,248502.15075376883,0.0,1120328.2789949751,92268.39386934674,139954.9215829146,682015.9597989949,1487609.856884422,1775455.3165829147,5432939.300276383,918426.1336432162,3946347.591934673
17024,8632,7320,13047,32767,18248,-14460,-1524,2832,7,2779,1329,805,-13500,2916,4732,7190,2507,5743,-302.72,-3825.36,-13633.5,-872.57,-1132.0,325.58,-15490.86,-4001.96,51.02,7.0,53.545,26.38,-220.78,-15454.96,-847.18,-1319.88,-261.11,403.015,-33.575,-15224,-10664,-28804,-32768,-29752,-6386,-16360,-5008,-1048,7,-2368,-1489,-985,-18488,-3772,-7256,-5806,-2937,-5667,Snake,47275528.00160804,13069651.04562814,46174604.613065325,80826861.19105528,135805721.9798995,30520918.63678392,43851.477788944736,413298.9732663317,475389.3463316583,0.0,1230404.6411809046,167862.8598994975,96673.13728643216,566491.6968844221,1247112.248844221,1625522.96040201,5157567.676281407,798689.1203768844,3658441.521984924
